site_id,site_name,task_id,schedule_start,schedule_end,status
265,"Houston TX - FM 1960",761,"2026-02-14T14:00:00.000+00:00","2026-02-14T14:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-14T15:00:00.000+00:00","2026-02-14T15:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-14T16:00:00.000+00:00","2026-02-14T16:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-14T17:00:00.000+00:00","2026-02-14T17:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-14T18:00:00.000+00:00","2026-02-14T18:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-14T19:00:00.000+00:00","2026-02-14T19:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-14T20:00:00.000+00:00","2026-02-14T20:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-14T21:00:00.000+00:00","2026-02-14T21:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-14T22:00:00.000+00:00","2026-02-14T22:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-14T23:00:00.000+00:00","2026-02-14T23:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-15T00:00:00.000+00:00","2026-02-15T00:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-15T01:00:00.000+00:00","2026-02-15T01:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-15T02:00:00.000+00:00","2026-02-15T05:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-15T13:00:00.000+00:00","2026-02-15T13:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-15T14:00:00.000+00:00","2026-02-15T14:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-15T15:00:00.000+00:00","2026-02-15T15:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-15T16:00:00.000+00:00","2026-02-15T16:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-15T17:00:00.000+00:00","2026-02-15T17:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-15T18:00:00.000+00:00","2026-02-15T18:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-15T19:00:00.000+00:00","2026-02-15T19:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-15T20:00:00.000+00:00","2026-02-15T20:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-15T21:00:00.000+00:00","2026-02-15T21:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-15T22:00:00.000+00:00","2026-02-15T22:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-15T23:00:00.000+00:00","2026-02-15T23:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-16T00:00:00.000+00:00","2026-02-16T00:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-16T01:00:00.000+00:00","2026-02-16T01:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-16T02:00:00.000+00:00","2026-02-16T05:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-16T13:00:00.000+00:00","2026-02-16T13:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-16T14:00:00.000+00:00","2026-02-16T14:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-16T15:00:00.000+00:00","2026-02-16T15:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-16T16:00:00.000+00:00","2026-02-16T16:59:59.999+00:00","Expired"
265,"Houston TX - FM 1960",761,"2026-02-16T17:00:00.000+00:00","2026-02-16T17:59:59.999+00:00","Completed"
265,"Houston TX - FM 1960",761,"2026-02-16T18:00:00.000+00:00","2026-02-16T18:59:59.999+00:00","Completed"
